013f4f3fb39f4b80,30:ae:a4:98:0f:e6,YT Pixel
013f4f3fb39f4b80,98:f4:ab:6d:78:2e,YT Pixel
0134e70137192d21,24:0a:c4:11:e6:1a,YT wena
0134e70137192d21,24:6f:28:96:34:c2,YT wena
